experimental_perturbation	cas	verdict	term_id	chebi_name	reason_code	inchikey	identity_evidence	first_seen_batch	last_updated_batch
Nimodipine	66085-59-4	verified	CHEBI:7575	nimodipine		UIAGMCDKSXEBJQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Nitrendipine	39562-70-4	verified	CHEBI:7582	nitrendipine		PVHUJELLJLJGLN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NMDA	6384-92-5	verified	CHEBI:31882	N-methyl-D-aspartic acid		HOKKHZGPKSLGJE-GSVOUGTGSA-N	name and CAS resolved independently to the same structure	1	2
NNC 05-2090 hydrochloride	184845-18-9	verified	CHEBI:231346	NNC 05-2090 hydrochloride		WDFXPKKFSNMGOO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NNC 55-0396	224789-21-3	verified	CHEBI:194301	NNC 55-0396 dihydrochloride		BCCQNBXHUMKLFW-HNQRYHMESA-N	the experimental team confirmed the compound name	1	2
NNC 55-0396 dihydrochloride	357400-13-6	verified	CHEBI:194301	NNC 55-0396 dihydrochloride		BCCQNBXHUMKLFW-HNQRYHMESA-N	name and CAS resolved independently to the same structure	1	2
NNC 63-0532	250685-44-0	unverified			chebi_has_only_a_different_form	AQMPIDSGLFVVPL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NNC 711	145645-62-1	unverified			in_pubchem_not_in_chebi	YZYRTEYMUTWJPL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Nocodazole	31430-18-9	verified	CHEBI:34892	nocodazole		KYRVNWMVYQXFEU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Norketamine hydrochloride	79499-59-5	unverified			in_pubchem_not_in_chebi	CLPOJGPBUGCUKT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Noscapine hydrochloride	912-60-7	verified	CHEBI:752193	noscapine hydrochloride		MFLVZFXCSKVCSH-URBRKQAFSA-N	name and CAS resolved independently to the same structure	1	2
NPPB	107254-86-4	verified	CHEBI:34457	5-Nitro-2-(3-phenylpropylamino)benzoic acid		WBSMIPAMAXNXFS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NSC 23766	1177865-17-6	verified	CHEBI:144949	NSC 23766 trihydrochloride		CPUHORIUXPQCHW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NSC 3852	3565-26-2	verified	CHEBI:191001	5-nitroso-8-quinolinol		RZWRYPGAUIOOMK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
NSC 625987	141992-47-4	verified	CHEBI:114175	1,4-dimethoxy-10H-acridine-9-thione		KFAKESMKRPNZTM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NSC 632839 hydrochloride	157654-67-6	unverified			in_pubchem_not_in_chebi	ZOKZLTXPTLIWOJ-BYCVLTJGSA-N	name and CAS resolved independently to the same structure	1	2
NSC 663284	383907-43-5	verified	CHEBI:92053	6-chloro-7-[2-(4-morpholinyl)ethylamino]quinoline-5,8-dione		BMKPVDQDJQWBPD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NSC 693868	40254-90-8	verified	CHEBI:92540	2H-pyrazolo[4,3-b]quinoxalin-3-amine		DWHVZCLBMTZRQM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NSC 95397	93718-83-3	verified	CHEBI:93193	2,3-bis(2-hydroxyethylthio)naphthalene-1,4-dione		MAASHDQFQDDECQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
NSC632839	19545-26-7	unverified			chebi_has_only_a_different_form	ZOKZLTXPTLIWOJ-BYCVLTJGSA-N	the experimental team confirmed the compound name	1	2
NU 1025	90417-38-2	verified	CHEBI:75399	NU 1025		YJDAOHJWLUNFLX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NU 7026	154447-35-5	verified	CHEBI:92165	2-(4-morpholinyl)-4-benzo[h][1]benzopyranone		KKTZALUTXUZPSN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
NVP DPP 728 dihydrochloride	207556-62-5	unverified			in_pubchem_not_in_chebi	VNACOBVZDCLAEV-GXKRWWSZSA-N	name and CAS resolved independently to the same structure	1	2
Nα-Methylhistamine dihydrochloride	16503-22-3	unverified			in_pubchem_not_in_chebi	AYUQICXJAMPXPF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	1
O-1918	536697-79-7	verified	CHEBI:92328	1,3-dimethoxy-5-methyl-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-1-cyclohex-2-enyl]benzene		ICHJMVMWPKLUKT-JKSUJKDBSA-N	name and CAS resolved independently to the same structure	1	2
Obatoclax Mesylate	803712-79-0	unverified			in_pubchem_not_in_chebi	ZVAGBRFUYHSUHA-LZOXOEDVSA-N	name and CAS resolved independently to the same structure	1	2
Octenidine Dihydrochloride	70775-75-6	verified	CHEBI:748127	octenidine hydrochloride		SMGTYJPMKXNQFY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ODM-201	1297538-32-9	unverified			in_pubchem_not_in_chebi	BLIJXOOIHRSQRB-PXYINDEMSA-N	name and CAS resolved independently to the same structure	1	1
ODQ	41443-28-1	verified	CHEBI:91215	1H-[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one		LZMHWZHOZLVYDL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Olanexidine Hydrochloride semihydrate	218282-71-4	verified	CHEBI:31931	Olanexidine hydrochloride hydrate		PMKCJSVTNJUCGR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
OLDA	105955-11-1	verified	CHEBI:31883	N-oleoyldopamine		QQBPLXNESPTPNU-KTKRTIGZSA-N	name and CAS resolved independently to the same structure	1	2
Oleamide	301-02-0	verified	CHEBI:116314	oleamide		FATBGEAMYMYZAF-KTKRTIGZSA-N	name and CAS resolved independently to the same structure	1	2
Oleylethanolamide	111-58-0	verified	CHEBI:71466	oleoyl ethanolamide		BOWVQLFMWHZBEF-KTKRTIGZSA-N	name and CAS resolved independently to the same structure	1	2
Olmutinib (HM61713, BI 1482694)	1353550-13-6	verified	CHEBI:755885	olmutinib		FDMQDKQUTRLUBU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Olvanil	58493-49-5	verified	CHEBI:177616	N-Vanillyloleamide		OPZKBPQVWDSATI-KHPPLWFESA-N	name and CAS resolved independently to the same structure	1	2
OMDM-2	616884-63-0	unverified			in_pubchem_not_in_chebi	ICDMLAQPOAVWNH-HAAQQRBASA-N	name and CAS resolved independently to the same structure	1	2
Omeprazole	73590-58-6	verified	CHEBI:77260	5-methoxy-2-{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl}-1H-benzimidazole		SUBDBMMJDZJVOS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Omeprazole Sodium	95510-70-6	verified	CHEBI:31934	Omeprazole sodium		RYXPMWYHEBGTRV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Oncrasin 1	75629-57-1	verified	CHEBI:178196	oncrasin-1		ZDRQMXCSSAPUMM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ONX 0912	935888-69-0	verified	CHEBI:747352	oprozomib		SWZXEVABPLUDIO-WSZYKNRRSA-N	name and CAS resolved independently to the same structure	2	2
Orlistat	96829-58-2	verified	CHEBI:94686	orlistat		AHLBNYSZXLDEJQ-FWEHEUNISA-N	name and CAS resolved independently to the same structure	1	2
Ouabain	630-60-4	verified	CHEBI:472805	ouabain		LPMXVESGRSUGHW-HBYQJFLCSA-N	name and CAS resolved independently to the same structure	1	2
Oxotremorine M	3854-04-4	unverified			chebi_has_only_a_different_form	CHRKORSYUQVKAQ-UHFFFAOYSA-M	the experimental team confirmed the CAS / catalogue product	1	2
Oxotremorine sesquifumarate	17360-35-9	unverified			in_pubchem_not_in_chebi	WLYYOFJEBGHKEC-VQYXCCSOSA-N	name and CAS resolved independently to the same structure	1	2
Ozagrel hydrochloride	78712-43-3	verified	CHEBI:31954	Ozagrel hydrochloride		CWKFWBJJNNPGAM-IPZCTEOASA-N	name and CAS resolved independently to the same structure	1	2
P276-00	920113-03-7	unverified			chebi_entry_same_name_different_structure	OOVTUOCTLAERQD-OJMBIDBESA-N	name and CAS resolved independently to the same structure	1	2
PAC 1	315183-21-2	verified	CHEBI:231696	Pac-1		YQNRVGJCPCNMKT-LFVJCYFKSA-N	name and CAS resolved independently to the same structure	1	2
PACOCF3	141022-99-3	verified	CHEBI:186740	Palmityl Trifluoromethyl Ketone		MAHYXYTYTLCTQD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Pacritinib (SB1518)	937272-79-2	verified	CHEBI:231350	pacritinib		HWXVIOGONBBTBY-ONEGZZNKSA-N	name and CAS resolved independently to the same structure	2	2
Palmitoylethanolamide	544-31-0	verified	CHEBI:71464	palmitoyl ethanolamide		HXYVTAGFYLMHSO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Pancuronium dibromide	15500-66-0	verified	CHEBI:7908	pancuronium bromide		NPIJXCQZLFKBMV-YTGGZNJNSA-L	name and CAS resolved independently to the same structure	1	2
Panobinostat (LBH589)	404950-80-7	verified	CHEBI:85990	panobinostat		FPOHNWQLNRZRFC-ZHACJKMWSA-N	name and CAS resolved independently to the same structure	2	2
Pantoprazole	102625-70-7	verified	CHEBI:7915	pantoprazole		IQPSEEYGBUAQFF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
PARAROSANILINE PAMOATE	569-61-9	verified	CHEBI:751667	pararosaniline pamoate		HFAAHEOLTBJLBO-UHFFFAOYSA-N	the experimental team confirmed the compound name	1	2
Parthenolide	20554-84-1	verified	CHEBI:181553	(1Ar,7aS,10aS,10bS)-1a,5-dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one		KTEXNACQROZXEV-SLXBATTESA-N	name and CAS resolved independently to the same structure	2	2
PATULIN	149-29-1	verified	CHEBI:74926	patulin		ZRWPUFFVAOMMNM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
PCA 4248	123875-01-4	verified	CHEBI:91615	2,4,6-trimethyl-1,4-dihydropyridine-3,5-dicarboxylic acid O3-methyl ester O5-[2-(phenylthio)ethyl] ester		DHCNAWNKZMNTIS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PCI-24781	783355-60-2	verified	CHEBI:92223	abexinostat		MAUCONCHVWBMHK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
PD 102807	23062-91-1	verified	CHEBI:91945	LSM-1888		VDDUJINYXKGZLV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PD 161570	192705-80-9	unverified			in_pubchem_not_in_chebi	MKVMEJKNLUWFSQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PD 166793	199850-67-4	unverified			in_pubchem_not_in_chebi	GJOCABIDMCKCEG-INIZCTEOSA-N	name and CAS resolved independently to the same structure	1	2
PD 168077 maleate	630117-19-0	unverified			in_pubchem_not_in_chebi	NAEUGRPISCANHO-BTJKTKAUSA-N	name and CAS resolved independently to the same structure	1	2
PD 198306	212631-61-3	verified	CHEBI:93541	N-(cyclopropylmethoxy)-3,4,5-trifluoro-2-(4-iodo-2-methylanilino)benzamide		UHAXDAKQGVISBZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PD 407824	622864-54-4	unverified			in_pubchem_not_in_chebi	IAUZTOZLTFSMIE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PD 81723	132861-87-1	unverified			in_pubchem_not_in_chebi	KKDKAWKYGCUOGR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PD 98059	167869-21-8	verified	CHEBI:77954	2-(2-amino-3-methoxyphenyl)chromen-4-one		QFWCYNPOPKQOKV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Penfluridol	26864-56-2	verified	CHEBI:92278	1-[4,4-bis(4-fluorophenyl)butyl]-4-[4-chloro-3-(trifluoromethyl)phenyl]-4-piperidinol		MDLAAYDRRZXJIF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
PERHEXILINE MALEATE	6724-53-4	verified	CHEBI:232991	Perhexiline maleate		JDZOTSLZMQDFLG-BTJKTKAUSA-N	name and CAS resolved independently to the same structure	2	2
PERUVOSIDE	1182-87-2	verified	CHEBI:135825	peruvoside		PMTSPAGBAFCORP-HBUONDEYSA-N	name and CAS resolved independently to the same structure	2	2
PETCM	10129-56-3	verified	CHEBI:91963	1,1,1-trichloro-3-pyridin-4-yl-2-propanol		NGTDJJKTGRNNAU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PHA 665752	477575-56-7	verified	CHEBI:90197	PHA-665752		OYONTEXKYJZFHA-SSHUPFPWSA-N	name and CAS resolved independently to the same structure	1	2
PHA 767491	845714-00-3	verified	CHEBI:95058	2-pyridin-4-yl-1,5,6,7-tetrahydropyrrolo[3,2-c]pyridin-4-one		DKXHSOUZPMHNIZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PHA-767491 (CAY10572)	845714-00-3	verified	CHEBI:95058	2-pyridin-4-yl-1,5,6,7-tetrahydropyrrolo[3,2-c]pyridin-4-one		DKXHSOUZPMHNIZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Phaclofen	114012-12-3	verified	CHEBI:188150	phaclofen zwitterion		VSGNGLJPOGUDON-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PHENYLMERCURIC ACETATE	62-38-4	verified	CHEBI:27684	phenylmercury acetate		XEBWQGVWTUSTLN-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	2	2
PHTPP	805239-56-9	verified	CHEBI:93344	4-[2-phenyl-5,7-bis(trifluoromethyl)-3-pyrazolo[1,5-a]pyrimidinyl]phenol		AEZPAUSGTAHLOQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PI 828	942289-87-4	verified	CHEBI:93710	8-(4-aminophenyl)-2-(4-morpholinyl)-1-benzopyran-4-one		WUKMIBOGGXMBAC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Piceatannol	10083-24-6	verified	CHEBI:28814	piceatannol		CDRPUGZCRXZLFL-OWOJBTEDSA-N	name and CAS resolved independently to the same structure	1	2
Picrotoxin	124-87-8	unverified			chebi_entry_exists_but_has_no_structure	VJKUPQSHOVKBCO-ZTYBEOBUSA-N	name and CAS resolved independently to the same structure	1	2
Pifithrin- ? hydrobromide	63208-82-2	verified	CHEBI:229924	pifithrin-α hydrobromide		HAGVCKULCLQGRF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Pifithrin->m	64984-31-2	verified	CHEBI:93704	2-phenylethynesulfonamide		ZZUZYEMRHCMVTB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Pifithrin-α hydrobromide	63208-82-2	verified	CHEBI:229924	pifithrin-α hydrobromide		HAGVCKULCLQGRF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	1
Pifithrin-μ	64984-31-2	verified	CHEBI:93704	2-phenylethynesulfonamide		ZZUZYEMRHCMVTB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	1
PIK-75 HCl	371942-69-7	unverified			chebi_has_only_a_different_form	VOUDEIAYNKZQKM-MYHMWQFYSA-N	the experimental team confirmed the compound name	1	2
Pilocarpine hydrochloride	54-71-7	verified	CHEBI:141029	pilocarpine hydrochloride		RNAICSBVACLLGM-GNAZCLTHSA-N	name and CAS resolved independently to the same structure	1	2
PIM 1 Inhibitor 2	477845-12-8	unverified			in_pubchem_not_in_chebi	AQVFETGXIRKVAQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Pimozide	2062-78-4	verified	CHEBI:8212	pimozide		YVUQSNJEYSNKRX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Pirarubicin	72496-41-4	verified	CHEBI:94770	pirarubicin		KMSKQZKKOZQFFG-YXRRJAAWSA-N	name and CAS resolved independently to the same structure	2	2
Piribedil	1451048-94-4	unverified			chebi_has_only_a_different_form	LTXWEVPOJXPWAD-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
Piroxicam	36322-90-4	verified	CHEBI:8249	piroxicam		QYSPLQLAKJAUJT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PIT	56583-49-4	unverified			in_pubchem_not_in_chebi	MMPTYEXNPWSTOR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Pixantrone Maleate	144675-97-8	verified	CHEBI:750493	pixantrone dimaleate		SVAGFBGXEWPNJC-SPIKMXEPSA-N	name and CAS resolved independently to the same structure	1	2
PK 11195	85532-75-8	verified	CHEBI:73290	PK-11195		RAVIZVQZGXBOQO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PMPA (NAALADase inhibitor)	173039-10-6	unverified			in_pubchem_not_in_chebi	ISEYJGQFXSTPMQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PNU 120596	501925-31-1	verified	CHEBI:93263	1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-methyl-3-isoxazolyl)urea		CEIIEALEIHQDBX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PNU 22394 hydrochloride	15923-42-9	unverified			in_pubchem_not_in_chebi	SAIGGEUWSYESTR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PNU 282987	711085-63-1	verified	CHEBI:92508	N-[(3R)-1-azabicyclo[2.2.2]octan-3-yl]-4-chlorobenzamide		WECKJONDRAUFDD-ZDUSSCGKSA-N	the experimental team confirmed the CAS / catalogue product	1	2
PNU 37883 hydrochloride	57568-80-6	unverified			in_pubchem_not_in_chebi	FZALCKUJYZCDOX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PNU 74654	113906-27-7	verified	CHEBI:228251	PNU-74654		JJEDWBQZCRESJL-DEDYPNTBSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
Podophyllotoxin	518-28-5	verified	CHEBI:50305	podophyllotoxin		YJGVMLPVUAXIQN-XVVDYKMHSA-N	name and CAS resolved independently to the same structure	2	2
PP 1	172889-26-8	unverified			in_pubchem_not_in_chebi	ZVPDNRVYHLRXLX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PP 2	172889-27-9	verified	CHEBI:78331	PP2		PBBRWFOVCUAONR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PPADS tetrasodium salt	192575-19-2	verified	CHEBI:91080	tetrasodium 5'-phosphonatopyridoxal-6-azobenzene-2,4-disulfonate		KURWUCJJNVPCHT-UHFFFAOYSA-J	name and CAS resolved independently to the same structure	1	2
PPT	263717-53-9	verified	CHEBI:64110	4,4',4''-(4-propylpyrazole-1,3,5-triyl)trisphenol		IOTXSIGGFRQYKW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PQ 401	196868-63-0	verified	CHEBI:93181	1-(5-chloro-2-methoxyphenyl)-3-(2-methyl-4-quinolinyl)urea		YBLWOZUPHDKFOT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Pracinostat (SB939)	929016-96-6	verified	CHEBI:95071	pracinostat		JHDKZFFAIZKUCU-ZRDIBKRKSA-N	name and CAS resolved independently to the same structure	2	2
Pravastatin sodium salt	81131-70-6	verified	CHEBI:8361	pravastatin sodium		VWBQYTRBTXKKOG-IYNICTALSA-M	name and CAS resolved independently to the same structure	1	2
Prazosin hydrochloride	19237-84-4	verified	CHEBI:8365	prazosin hydrochloride		WFXFYZULCQKPIP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PRE-084 hydrochloride	138847-85-5	verified	CHEBI:93007	1-phenyl-1-cyclohexanecarboxylic acid 2-(4-morpholinyl)ethyl ester		RQHKZUBCUZVZEF-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
PRIMA-1	5608-24-2	verified	CHEBI:94995	2,2-bis(hydroxymethyl)-1-azabicyclo[2.2.2]octan-3-one		RFBVBRVVOPAAFS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Primidone	125-33-7	verified	CHEBI:8412	primidone		DQMZLTXERSFNPB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PRISTIMERIN	1258-84-0	verified	CHEBI:8416	Pristimerin		JFACETXYABVHFD-WXPPGMDDSA-N	name and CAS resolved independently to the same structure	2	2
Procaterol hydrochloride	62929-91-3	unverified			chebi_entry_same_name_different_structure	AEQDBKHAAWUCMT-KKJWGQAZSA-N	name and CAS resolved independently to the same structure	1	2
Pronethalol hydrochloride	51-02-5	verified	CHEBI:82525	Pronetalol hydrochloride		QONLGXRPRAIDGI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Propranolol glycol	36112-95-5	unverified			in_pubchem_not_in_chebi	BYNNMWGWFIGTIC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Propranolol hydrochloride	318-98-9	verified	CHEBI:8500	propranolol hydrochloride		ZMRUPTIKESYGQW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Prostaglandin E2	363-24-6	verified	CHEBI:15551	prostaglandin E2		XEYBRNLFEZDVAW-ARSRFYASSA-N	name and CAS resolved independently to the same structure	1	2
Proxyfan Oxalate	1620017-81-3	unverified			in_pubchem_not_in_chebi	QVMZCQMJBQSPSW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
PSB 11	453591-58-7	unverified			identity_single_source_only	GXTWRDNRTCRTTO-RFVHGSKJSA-N	single_source	1	2
PSB 1115	152529-79-8	verified	CHEBI:92848	4-(2,6-dioxo-1-propyl-3,7-dihydropurin-8-yl)benzenesulfonic acid		UYDRRQPGDSIMNU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
